,AAPL,MSFT,NVDA,TSLA,AMZN,META,GOOGL
2025-11-28,20135600,14386700,121332800,36252900,20292300,11033200,26018600
2025-12-01,46587700,23964000,188131000,57463600,42904000,13029900,41183000
2025-12-02,53669500,19562700,182632200,69336600,45785400,11640900,35854700
2025-12-03,43538700,34615100,165138000,87483000,35495100,11134300,41838300
2025-12-04,43989100,22318200,167364900,71906500,45683200,29874600,31240900
2025-12-05,47265800,22608700,143971100,56427500,33117400,21207900,28851700
2025-12-08,38211800,21965900,204378100,69165800,35019200,13161000,33909400
2025-12-09,32193300,14696100,144719700,62367400,25841700,12997100,30194000
2025-12-10,33038300,35756200,162785400,63257500,38790700,16910900,33428900
2025-12-11,33248000,24669200,182136600,55979500,28249600,13056700,42353700
2025-12-12,39532900,21248100,204274900,95656700,35639100,14016900,35940200
2025-12-15,50409100,23727700,164775600,114542200,47286100,15549100,29151900
2025-12-16,37648600,20705600,148588100,107608100,39298900,14309100,30585000
2025-12-17,50138700,24527200,222775500,106490400,44034400,15598500,43930400
2025-12-18,51630700,28573500,176096000,95168400,50272400,20260300,33518000
2025-12-19,144632000,70836100,324925900,103305400,85544400,49977100,59943200
2025-12-22,36571800,16963000,129064400,86916100,32261300,15659400,26429900
2025-12-23,29642000,14683600,174873600,58223600,29230200,8486800,25478700
2025-12-24,17910600,5855900,65528500,41285400,11420500,5627500,10097400
2025-12-26,21521800,8842200,139740300,58780700,15994700,7133800,10899000
2025-12-29,23715200,10893400,120006100,66263000,19797900,8506500,19621800
2025-12-30,22139600,13944500,97687300,59238500,21910500,9187500,17380900
2025-12-31,27293600,15601600,120100500,49078000,24383700,7940400,16377700
2026-01-02,37838100,25571600,148240500,85535400,51456200,13726500,32009400
2026-01-05,45647200,25250300,183529700,67940800,49733300,12213700,30195600
2026-01-06,52352100,23037700,176862600,89093800,53764700,11074400,31212100
2026-01-07,48309800,25564200,153543200,59828800,42236500,12846300,35104400
2026-01-08,50419300,18162600,172457000,57041100,39509800,11921700,31896100
2026-01-09,39997000,18491000,131327500,67331500,34560000,11634900,26214200
2026-01-12,45263800,23519900,137968500,61649600,35867800,14797200,33923900
2026-01-13,45730800,28545800,160128900,53719200,38371800,18030400,33517600
2026-01-14,40019400,28184300,159586100,57259500,41410600,15527900,28525600
2026-01-15,39358400,23197200,205801200,49367500,42942900,13056900,28403800
